intern,con_legis_num,congress,legislation_type,chamber,bill_number,title,link,target,is_gold_trap,gold_label,display_order
Kate K.,119_s.2125,119,s,Senate,S. 2125,"A bill to require a report on the wealth of the leadership of the Chinese Communist Party, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2125,test_119,False,,150
Kate K.,119_h.r.2619,119,hr,House,H.R. 2619,"To require a report on sanctions under the Robert Levinson Hostage Recovery and Hostage-Taking Accountability Act, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2619,test_119,False,,151
Kate K.,119_h.r.1023,119,hr,House,H.R. 1023,"To amend the Higher Education Act of 1965 to require disclosure of certain foreign investments within endowments, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1023,test_119,False,,152
Kate K.,119_s.2671,119,s,Senate,S. 2671,"A bill to amend the Foreign Assistance Act of 1961 to require a section on reproductive rights in the Annual Country Reports on Human Rights Practices, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2671,test_119,False,,153
Kate K.,119_h.r.3786,119,hr,House,H.R. 3786,"To amend the Harmonized Tariff Schedule of the United States to increase the rate of duty on unmanned aircraft, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3786,test_119,False,,154
Kate K.,119_h.r.6105,119,hr,House,H.R. 6105,"To revoke security clearances for former personnel of the Department of Defense who engage in lobbying activities on behalf of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6105,test_119,False,,155
Kate K.,119_h.r.5371,119,hr,House,H.R. 5371,"Making continuing appropriations and extensions for fiscal year 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5371,test_119,False,,156
Kate K.,112_s.15,112,s,Senate,S. 15,"A bill to prohibit the regulation of carbon dioxide emissions in the United States until China, India, and Russia implement similar reductions.",https://www.congress.gov/bill/112th-congress/senate-bill/15,gold,True,1,157
Kate K.,119_h.r.7020,119,hr,House,H.R. 7020,"To provide for coverage of employees of the District of Columbia courts and the District of Columbia Public Defender Service under the District of Columbia Human Rights Act, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/7020,test_119,False,,158
Kate K.,119_s.res.281,119,sres,Senate,S.Res. 281,A resolution commemorating the 95th anniversary of the enactment of the Tariff Act of 1930.,https://www.congress.gov/bill/119th-congress/senate-resolution/281,test_119,False,,159
Kate K.,106_h.r.2196,106,hr,House,H.R. 2196,"To suspend temporarily the duty on slide fasteners, with chain scoops of base metal die-cast onto strips of textal material.",https://www.congress.gov/bill/106th-congress/house-bill/2196,train_neg,False,,160
Kate K.,119_h.r.1166,119,hr,House,H.R. 1166,"To prohibit the Secretary of Homeland Security from procuring certain foreign-made batteries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1166,test_119,False,,161
Kate K.,104_h.con.res.84,104,hconres,House,H.Con.Res. 84,Expressing the sense of the Congress concerning freedom of the press in Russia.,https://www.congress.gov/bill/104th-congress/house-concurrent-resolution/84,train_neg,False,,162
Kate K.,119_h.r.3180,119,hr,House,H.R. 3180,"To direct the Secretary of State to seek to enter into negotiations with the Taipei Economic and Cultural Representative Office to rename its office the ""Taiwan Representative Office"", and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3180,test_119,False,,163
Kate K.,118_s.2754,118,s,Senate,S. 2754,"A bill to require the Secretary of Health and Human Services to publish all information in the possession of the Department of Health and Human Services relating to the origin of COVID-19, and for other purposes.",https://www.congress.gov/bill/118th-congress/senate-bill/2754,gold,True,1,164
Kate K.,119_h.r.4706,119,hr,House,H.R. 4706,"To prohibit the acquisition and ownership of agricultural land and residential real property by certain foreign entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4706,test_119,False,,165
Kate K.,119_s.777,119,s,Senate,S. 777,"A bill to require the Secretary of Defense and the Secretary of State to monitor efforts by the People's Republic of China to build or buy strategic foreign ports, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/777,test_119,False,,166
Kate K.,119_s.2258,119,s,Senate,S. 2258,"A bill to prohibit the acquisition and ownership of agricultural land and residential real property by certain foreign entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2258,test_119,False,,167
Lena H.,110_h.r.5198,110,hr,House,H.R. 5198,To suspend temporarily the duty on Cathode high voltage connector.,https://www.congress.gov/bill/110th-congress/house-bill/5198,train_neg,False,,0
Lena H.,119_h.r.2619,119,hr,House,H.R. 2619,"To require a report on sanctions under the Robert Levinson Hostage Recovery and Hostage-Taking Accountability Act, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2619,test_119,False,,1
Lena H.,119_s.580,119,s,Senate,S. 580,"A bill to require the Secretary of Commerce to provide training and guidance relating to human rights abuses, including such abuses perpetrated against the Uyghur population by the Government of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/580,test_119,False,,2
Lena H.,119_h.res.148,119,hres,House,H.Res. 148,"Expressing the sense of the House of Representatives regarding United Nations General Assembly Resolution 2758 (XXVI) and the harmful conflation of China's ""One China Principle"" and the United States ""One China Policy"".",https://www.congress.gov/bill/119th-congress/house-resolution/148,test_119,False,,3
Lena H.,119_s.1772,119,s,Senate,S. 1772,"A bill to require the inclusion of the Ministry of Public Security's Institute of Forensic Science of China on the entity list maintained by the Bureau of Industry and Security of the Department of Commerce, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1772,test_119,False,,4
Lena H.,119_s.823,119,s,Senate,S. 823,"A bill to create intergovernmental coordination between State, local, Tribal, and territorial jurisdictions, and the Federal Government to combat United States reliance on the People's Republic of China and other covered countries for critical minerals and rare earth metals, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/823,test_119,False,,5
Lena H.,117_s.res.538,117,sres,Senate,S.Res. 538,A resolution expressing support for a second United States-Africa Leaders Summit as an important opportunity to strengthen ties between the United States and African partners and build on areas of mutual interest.,https://www.congress.gov/bill/117th-congress/senate-resolution/538,gold,True,0,6
Lena H.,119_h.res.971,119,hres,House,H.Res. 971,Condemning the coercive actions of the People's Republic of China against Japan in response to statements regarding Taiwan and reaffirming the United States commitment to its allies in the Indo-Pacific region.,https://www.congress.gov/bill/119th-congress/house-resolution/971,test_119,False,,7
Lena H.,119_h.r.5250,119,hr,House,H.R. 5250,"To provide for the foreign assistance authority of the Department of State, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5250,test_119,False,,8
Lena H.,119_s.j.res.37,119,sjres,Senate,S.J.Res. 37,A joint resolution terminating the national emergency declared to impose duties on articles imported from Canada.,https://www.congress.gov/bill/119th-congress/senate-joint-resolution/37,test_119,False,,9
Lena H.,119_s.3655,119,s,Senate,S. 3655,"A bill to require the President to remove the extension of certain privileges, exemptions, and immunities to the Hong Kong Economic and Trade Offices if Hong Kong no longer enjoys a high degree of autonomy from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3655,test_119,False,,10
Lena H.,119_h.r.1048,119,hr,House,H.R. 1048,"To amend the Higher Education Act of 1965 to strengthen disclosure requirements relating to foreign gifts and contracts, to prohibit contracts between institutions of higher education and certain foreign entities and countries of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1048,test_119,False,,11
Lena H.,119_s.3451,119,s,Senate,S. 3451,"A bill to authorize the imposition of sanctions with respect to the Houthis, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3451,test_119,False,,12
Lena H.,119_h.r.1724,119,hr,House,H.R. 1724,To prohibit the use of funds supporting any activities within the Xinjiang Uyghur Autonomous Region of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/1724,test_119,False,,13
Lena H.,105_s.1833,105,s,Senate,S. 1833,"A bill to suspend temporarily the duty on 1-(4-methoxy-6-methyl-triazin-2-yl)-3-(2-(3,3,3-trifluoropropyl)-phenylsulfonyl)-urea.",https://www.congress.gov/bill/105th-congress/senate-bill/1833,train_neg,False,,14
Lena H.,119_h.r.733,119,hr,House,H.R. 733,To provide for a review of sanctions with respect to Hong Kong.,https://www.congress.gov/bill/119th-congress/house-bill/733,test_119,False,,15
Lena H.,119_s.3080,119,s,Senate,S. 3080,"A bill to amend the Fentanyl Sanctions Act to address nitazene trafficking and to impose sanctions with respect to entities of the People's Republic of China and foreign governments engaged in or contributing to opioid trafficking, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3080,test_119,False,,16
Lena H.,101_h.r.4587,101,hr,House,H.R. 4587,To suspend for a three-year period the duty on composite vials of timolol maleate/pilocarpine hydrochloride solutions and diluent.,https://www.congress.gov/bill/101st-congress/house-bill/4587,train_neg,False,,17
Lena H.,112_s.2501,112,s,Senate,S. 2501,A bill to extend the temporary suspension of duty on mixtures of (acetato) pentammine cobalt dinitrate with a polymeric or paraffinic carrier.,https://www.congress.gov/bill/112th-congress/senate-bill/2501,train_neg,False,,18
Lena H.,119_s.2342,119,s,Senate,S. 2342,"An original bill to authorize appropriations for fiscal year 2026 for intelligence and intelligence-related activities of the United States Government, the Intelligence Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2342,test_119,False,,19
Lena H.,119_s.817,119,s,Senate,S. 817,"A bill to provide for the imposition of sanctions with respect to forced organ harvesting within the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/817,test_119,False,,20
Lena H.,119_s.108,119,s,Senate,S. 108,"A bill to make members of the Chinese Communist Party and their family members ineligible for F or J visas, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/108,test_119,False,,21
Lena H.,119_s.res.52,119,sres,Senate,S.Res. 52,"A resolution recognizing religious freedom as a fundamental right, expressing support for international religious freedom as a cornerstone of United States foreign policy, and expressing concern over increased threats to and attacks on religious freedom around the world.",https://www.congress.gov/bill/119th-congress/senate-resolution/52,test_119,False,,22
Lena H.,102_h.r.1807,102,hr,House,H.R. 1807,To extend the existing suspension of duty on Diflunisal.,https://www.congress.gov/bill/102nd-congress/house-bill/1807,train_neg,False,,23
Lena H.,119_s.2868,119,s,Senate,S. 2868,"A bill to increase the rate of duty on shrimp originating from India, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2868,test_119,False,,24
Lena H.,119_h.r.7113,119,hr,House,H.R. 7113,"To redesignate the Congressional Budget Office as the ""China Budget Office"".",https://www.congress.gov/bill/119th-congress/house-bill/7113,test_119,False,,25
Lena H.,119_h.r.3180,119,hr,House,H.R. 3180,"To direct the Secretary of State to seek to enter into negotiations with the Taipei Economic and Cultural Representative Office to rename its office the ""Taiwan Representative Office"", and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3180,test_119,False,,26
Lena H.,119_h.r.914,119,hr,House,H.R. 914,"To amend the Tariff Act of 1930 to provide that required country-of-origin labeling for any agricultural product packaged in a can shall be on the front label or top of such can, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/914,test_119,False,,27
Lena H.,119_s.1754,119,s,Senate,S. 1754,A bill to counter the military-civil fusion strategy of the Chinese Communist Party and prevent United States contributions to the development of dual-use technology in China.,https://www.congress.gov/bill/119th-congress/senate-bill/1754,test_119,False,,28
Lena H.,119_h.r.3198,119,hr,House,H.R. 3198,"To create intergovernmental coordination between State, local, Tribal, and territorial jurisdictions, and the Federal Government to combat United States reliance on the People's Republic of China and other covered countries for critical minerals and rare Earth metals, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3198,test_119,False,,29
Lena H.,119_s.172,119,s,Senate,S. 172,A bill to clarify the country of origin of certain articles imported into the United States for purposes of certain trade enforcement actions.,https://www.congress.gov/bill/119th-congress/senate-bill/172,test_119,False,,30
Lena H.,119_h.r.1166,119,hr,House,H.R. 1166,"To prohibit the Secretary of Homeland Security from procuring certain foreign-made batteries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1166,test_119,False,,31
Lena H.,119_s.2722,119,s,Senate,S. 2722,"A bill to promote the energy security of Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2722,test_119,False,,32
Lena H.,119_h.r.4775,119,hr,House,H.R. 4775,"To ensure small business concerns indirectly owned or controlled by certain foreign entities are ineligible to receive SBIR or STTR awards, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4775,test_119,False,,33
Lena H.,119_s.1223,119,s,Senate,S. 1223,"A bill to amend the Commodity Exchange Act to prohibit interference in United States digital commodity markets by entities organized or established in a foreign adversary, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1223,test_119,False,,34
Lena H.,119_s.733,119,s,Senate,S. 733,A bill to improve the cooperation between the United States and the authorities of Taiwan with respect to travel and tourism.,https://www.congress.gov/bill/119th-congress/senate-bill/733,test_119,False,,35
Lena H.,119_h.res.717,119,hres,House,H.Res. 717,"Honoring Juan LÃ³pez, a Honduran Catholic leader and human rights advocate murdered in the Tocoa municipality of the Bajo AguÃ¡n region of Honduras and commemorating one year since his assassination.",https://www.congress.gov/bill/119th-congress/house-resolution/717,test_119,False,,36
Lena H.,119_s.3374,119,s,Senate,S. 3374,"A bill to amend the Export Control Reform Act of 2018 to prohibit the issuance of licenses for the export, reexport, or in-country transfer of advanced integrated circuits to or in foreign adversaries.",https://www.congress.gov/bill/119th-congress/senate-bill/3374,test_119,False,,37
Lena H.,119_h.res.515,119,hres,House,H.Res. 515,"Commemorating the 90th birthday of His Holiness the Dalai Lama on July 6, 2025, as ""A Day of Compassion"", and expressing support for the human rights, religious freedom, and cultural and linguistic protection of the Tibetan people.",https://www.congress.gov/bill/119th-congress/house-resolution/515,test_119,False,,38
Lena H.,119_h.res.64,119,hres,House,H.Res. 64,Affirming the alliance between the United States and the Republic of Korea.,https://www.congress.gov/bill/119th-congress/house-resolution/64,test_119,False,,39
Lena H.,119_s.853,119,s,Senate,S. 853,"A bill to improve the SBIR and STTR programs under the Small Business Act, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/853,test_119,False,,40
Lena H.,119_h.r.1549,119,hr,House,H.R. 1549,"To require the Secretary of the Treasury to conduct a study and report on the exposure of the United States to the financial sector of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1549,test_119,False,,41
Lena H.,119_s.res.356,119,sres,Senate,S.Res. 356,A resolution requesting information on the United Mexican States' human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/356,test_119,False,,42
Lena H.,119_h.r.4522,119,hr,House,H.R. 4522,To provide for working with allies to seek increased compliance by China with certain OECD export credit standards.,https://www.congress.gov/bill/119th-congress/house-bill/4522,test_119,False,,43
Lena H.,102_h.r.1859,102,hr,House,H.R. 1859,To make a technical correction with respect to the temporary duty suspension for clomiphene citrate.,https://www.congress.gov/bill/102nd-congress/house-bill/1859,train_neg,False,,44
Lena H.,119_s.1011,119,s,Senate,S. 1011,A bill to establish the position of Country China Officer in the Department of State to monitor and counter financing projects around the world that are backed by the People's Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/1011,test_119,False,,45
Lena H.,119_s.2671,119,s,Senate,S. 2671,"A bill to amend the Foreign Assistance Act of 1961 to require a section on reproductive rights in the Annual Country Reports on Human Rights Practices, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2671,test_119,False,,46
Lena H.,119_h.r.6372,119,hr,House,H.R. 6372,To repeal the Human Rights Sanctuary Amendment Act of 2022.,https://www.congress.gov/bill/119th-congress/house-bill/6372,test_119,False,,47
Lena H.,103_s.res.209,103,sres,Senate,S.Res. 209,A resolution to express the sense of the Senate honoring Mikis Theodorakis.,https://www.congress.gov/bill/103rd-congress/senate-resolution/209,train_neg,False,,48
Lena H.,110_h.r.4730,110,hr,House,H.R. 4730,To extend the temporary suspension of duty on trifloxysulfuron-sodium technical.,https://www.congress.gov/bill/110th-congress/house-bill/4730,train_neg,False,,49
Lena H.,119_s.1055,119,s,Senate,S. 1055,"A bill to amend the Indian Health Care Improvement Act to modify the notification requirement for emergency contract health services for certain beneficiaries, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1055,test_119,False,,50
Lena H.,102_h.r.3406,102,hr,House,H.R. 3406,Concerning democratic changes and violations of human rights in Zaire.,https://www.congress.gov/bill/102nd-congress/house-bill/3406,train_neg,False,,51
Lena H.,119_s.2611,119,s,Senate,S. 2611,"A bill to safeguard the integrity of the Department of State's annual Country Reports on Human Rights Practices, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2611,test_119,False,,52
Lena H.,119_h.r.4830,119,hr,House,H.R. 4830,"To expand the imposition of sanctions under the Uyghur Human Rights Policy Act of 2020 with respect to human rights abuses in the Xinjiang Uyghur Autonomous Region of the People's Republic of China and to counter the genocidal policies of the Government of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4830,test_119,False,,53
Lena H.,119_s.res.39,119,sres,Senate,S.Res. 39,"A resolution supporting the observation of National Trafficking and Modern Slavery Prevention Month during the period beginning on January 1, 2025, and ending on February 1, 2025, to raise awareness of, and opposition to, human trafficking and modern slavery.",https://www.congress.gov/bill/119th-congress/senate-resolution/39,test_119,False,,54
Lena H.,119_s.37,119,s,Senate,S. 37,"A bill to promote democracy in Venezuela, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/37,test_119,False,,55
Lena H.,116_s.4018,116,s,Senate,S. 4018,"A bill to strengthen the Mutual Defense Treaty between the United States and the Republic of Korea, and for other purposes.",https://www.congress.gov/bill/116th-congress/senate-bill/4018,gold,True,0,56
Lena H.,119_s.3158,119,s,Senate,S. 3158,A bill to amend section 1260H of the William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021 to clarify that the identification of Chinese military companies is not covered by the Administrative Procedure Act.,https://www.congress.gov/bill/119th-congress/senate-bill/3158,test_119,False,,57
Lena H.,112_s.15,112,s,Senate,S. 15,"A bill to prohibit the regulation of carbon dioxide emissions in the United States until China, India, and Russia implement similar reductions.",https://www.congress.gov/bill/112th-congress/senate-bill/15,gold,True,1,58
Lena H.,107_h.r.4239,107,hr,House,H.R. 4239,"To extend the temporary suspension of duty on [4R-[3(2S*,3S*),4R*]]-3-[2-Hy-droxy-3-[(3-hydroxy-2-methyl-b enzoyl)amino]-1-oxo-4-phenylbutyl]-5,5-dimethyl-N-[(2-methyl penyl)-methyl]-4-thiazolidine-carboxamide.",https://www.congress.gov/bill/107th-congress/house-bill/4239,train_neg,False,,59
Lena H.,115_s.1780,115,s,Senate,S. 1780,"An original bill making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2018, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/1780,gold,True,0,60
Lena H.,115_s.res.386,115,sres,Senate,S.Res. 386,"A resolution urging the Government of the Democratic Republic of the Congo to fulfill its agreement to hold credible elections, comply with constitutional limits on presidential terms, and fulfill its constitutional mandate for a democratic transition of power by taking concrete and measurable steps towards holding elections not later than December 2018 as outlined in the existing election calendar, and allowing for freedom of expression and association.",https://www.congress.gov/bill/115th-congress/senate-resolution/386,train_neg,False,,61
Lena H.,119_h.r.938,119,hr,House,H.R. 938,To amend the Higher Education Act of 1965 to restrict contracts with foreign countries of concern and foreign entities of concern.,https://www.congress.gov/bill/119th-congress/house-bill/938,test_119,False,,62
Lena H.,101_h.r.4305,101,hr,House,H.R. 4305,"To extend until January 1, 1994, the existing temporary suspension of duty on 3-Ethylamino-p-cresol.",https://www.congress.gov/bill/101st-congress/house-bill/4305,train_neg,False,,63
Lena H.,108_h.r.2534,108,hr,House,H.R. 2534,"To promote human rights, democracy, and the rule of law by providing a process for executive agencies for declassifying on an expedited basis and disclosing certain documents relating to human rights abuses in countries other than the United States.",https://www.congress.gov/bill/108th-congress/house-bill/2534,train_neg,False,,64
Lena H.,119_s.res.352,119,sres,Senate,S.Res. 352,A resolution requesting information on the Republic of South Sudan's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/352,test_119,False,,65
Lena H.,119_s.761,119,s,Senate,S. 761,"A bill to establish the Truth and Healing Commission on Indian Boarding School Policies in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/761,test_119,False,,66
Lena H.,119_h.r.649,119,hr,House,H.R. 649,To amend the Richard B. Russell National School Lunch Act to allow schools that participate in the school lunch program under such Act to serve whole milk.,https://www.congress.gov/bill/119th-congress/house-bill/649,test_119,False,,67
Lena H.,105_h.r.4358,105,hr,House,H.R. 4358,To amend the Harmonized Tariff Schedule of the United States to provide for equitable duty treatment for certain wool used in making suits.,https://www.congress.gov/bill/105th-congress/house-bill/4358,train_neg,False,,68
Lena H.,119_h.r.3122,119,hr,House,H.R. 3122,"To advance United States national interests by prioritizing the protection of internationally recognized human rights and development of the rule of law in relations between the United States and Vietnam, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3122,test_119,False,,69
Lena H.,119_h.r.7121,119,hr,House,H.R. 7121,To prohibit the download or use of a Chinese application on any Federal Government device.,https://www.congress.gov/bill/119th-congress/house-bill/7121,test_119,False,,70
Lena H.,119_s.1463,119,s,Senate,S. 1463,"A bill to allow the Secretary of the Interior to enter into memoranda of understanding for the purpose of scientific and technical cooperation in the mapping of critical minerals and rare earth elements, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1463,test_119,False,,71
Lena H.,111_h.res.1266,111,hres,House,H.Res. 1266,Recognizing the 60th anniversary of the outbreak of the Korean War.,https://www.congress.gov/bill/111th-congress/house-resolution/1266,train_neg,False,,72
Lena H.,119_h.r.385,119,hr,House,H.R. 385,"To identify and combat corruption in countries, to establish a tiered list of countries with respect to levels of corruption by their governments and their efforts to combat such corruption, and to evaluate whether foreign persons engaged in significant corruption should be specially designated nationals under the Global Magnitsky Human Rights Accountability Act.",https://www.congress.gov/bill/119th-congress/house-bill/385,test_119,False,,73
Lena H.,119_h.r.1005,119,hr,House,H.R. 1005,"To require public elementary and secondary schools to disclose certain funds received from, or contracts with, a foreign source, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1005,test_119,False,,74
Lena H.,106_h.r.901,106,hr,House,H.R. 901,"To amend the Support for East European Democracy (SEED) Act of 1989 to provide for the transfer of amounts of the Polish-American Enterprise Fund upon the termination of that Enterprise Fund to a private, nonprofit organization located in Poland.",https://www.congress.gov/bill/106th-congress/house-bill/901,train_neg,False,,75
Lena H.,119_s.1165,119,s,Senate,S. 1165,"A bill to require the United States Trade Representative to regularly monitor industrial subsidies provided by the Government of the People's Republic of China and submit a report on the risks posed by those subsidies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1165,test_119,False,,76
Lena H.,119_s.2146,119,s,Senate,S. 2146,"A bill to require the United States Executive Director at the International Monetary Fund to advocate for increased transparency with respect to exchange rate policies of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2146,test_119,False,,77
Lena H.,119_s.2125,119,s,Senate,S. 2125,"A bill to require a report on the wealth of the leadership of the Chinese Communist Party, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2125,test_119,False,,78
Lena H.,119_h.r.6576,119,hr,House,H.R. 6576,To restrict the use of foreign adversary LiDAR in the United States.,https://www.congress.gov/bill/119th-congress/house-bill/6576,test_119,False,,79
Lena H.,112_h.r.5300,112,hr,House,H.R. 5300,To extend the temporary suspension of duty on certain single yarns of viscose rayon.,https://www.congress.gov/bill/112th-congress/house-bill/5300,train_neg,False,,80
Lena H.,106_h.r.2196,106,hr,House,H.R. 2196,"To suspend temporarily the duty on slide fasteners, with chain scoops of base metal die-cast onto strips of textal material.",https://www.congress.gov/bill/106th-congress/house-bill/2196,train_neg,False,,81
Lena H.,103_h.r.2897,103,hr,House,H.R. 2897,"To suspend temporarily the duty on the personal effects of participants in, and certain other individuals associated with, the 1994 World Cup soccer games.",https://www.congress.gov/bill/103rd-congress/house-bill/2897,train_neg,False,,82
Lena H.,113_h.r.3355,113,hr,House,H.R. 3355,"To increase the competitiveness of American manufacturing by reducing regulatory and other burdens, encouraging greater innovation and investment, and developing a stronger workforce for the twenty-first century, and for other purposes.",https://www.congress.gov/bill/113th-congress/house-bill/3355,train_neg,False,,83
Lena H.,119_s.197,119,s,Senate,S. 197,"A bill to require the Committee on Foreign Investment in the United States to review any purchase or lease of real estate near a military installation or military airspace in the United States by a foreign person connected to or subsidized by the Russian Federation, the People's Republic of China, the Islamic Republic of Iran, or the Democratic People's Republic of Korea, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/197,test_119,False,,84
Lena H.,119_h.r.1679,119,hr,House,H.R. 1679,"To direct the Secretary of Commerce, in coordination with the heads of other relevant Federal departments and agencies, to conduct an interagency review of and report to Congress on ways to increase the global competitiveness of the United States in attracting foreign direct investment.",https://www.congress.gov/bill/119th-congress/house-bill/1679,test_119,False,,85
Lena H.,104_h.r.1056,104,hr,House,H.R. 1056,"To establish the Commonwealth of Guam, and for other purposes.",https://www.congress.gov/bill/104th-congress/house-bill/1056,train_neg,False,,86
Lena H.,119_s.res.121,119,sres,Senate,S.Res. 121,A resolution establishing the Senate Human Rights Commission.,https://www.congress.gov/bill/119th-congress/senate-resolution/121,test_119,False,,87
Lena H.,119_h.r.5329,119,hr,House,H.R. 5329,"To authorize the establishment of a Regional China Officer Program Unit in the Department of State to monitor and assess the global presence of the People's Republic of China and to help United States diplomatic and consular posts abroad address its malign influence and activities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5329,test_119,False,,88
Lena H.,119_h.r.1507,119,hr,House,H.R. 1507,To prohibit importation of commercially produced fresh citrus fruit originating from the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/1507,test_119,False,,89
Lena H.,119_s.1864,119,s,Senate,S. 1864,"A bill to amend the William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021 to modify the provision relating to public reporting of Chinese military companies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1864,test_119,False,,90
Lena H.,109_s.2317,109,s,Senate,S. 2317,"A bill to amend the Trade Act of 1974 to require the United States Trade Representative to identify trade enforcement priorities and to take action with respect to priority foreign country trade practices, and for other purposes.",https://www.congress.gov/bill/109th-congress/senate-bill/2317,gold,True,0,91
Lena H.,109_s.2963,109,s,Senate,S. 2963,"A bill to suspend temporarily the duty on formulated products containing mixtures of the active ingredient 2-chloro-n-[[(4-methoxy-6-methyl-1,3,5-triazin-2yl)amino]carbonyl] benzenesulfonamide and application adjuvants.",https://www.congress.gov/bill/109th-congress/senate-bill/2963,train_neg,False,,92
Lena H.,119_h.r.6487,119,hr,House,H.R. 6487,"To prohibit the issuance of certain visas to nationals of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6487,test_119,False,,93
Lena H.,119_s.868,119,s,Senate,S. 868,"A bill to support democracy and the rule of law in Georgia, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/868,test_119,False,,94
Lena H.,119_s.2669,119,s,Senate,S. 2669,A bill to require the Secretary of Defense to develop and implement a strategy to strengthen multilateral deterrence in the Indo-Pacific region.,https://www.congress.gov/bill/119th-congress/senate-bill/2669,test_119,False,,95
Lena H.,119_s.488,119,s,Senate,S. 488,"A bill to impose sanctions with respect to foreign persons that engage in certain transactions relating to Cuba and to impose sanctions with respect to human rights abuse and corruption in Cuba, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/488,test_119,False,,96
Lena H.,114_h.r.4303,114,hr,House,H.R. 4303,"To provide for the establishment of an accountable and humane border security strategy for the international land borders of the United States, address cultural, economic, ecological, environmental and humanitarian impacts of border security infrastructure, measures, and activities along the international land borders of the United States, and for other purposes.",https://www.congress.gov/bill/114th-congress/house-bill/4303,train_neg,False,,97
